id_jogador,id_time,nome_jogador,posicao,nacionalidade,data_nascimento
18338,1772,Neto Pessoa,Defensor,Brazil,1994-05-16
19255,1772,Marcos Vinicius,Defensor,Brazil,1997-03-26
105065,1772,Walter Clar,Defensor,Paraguay,1994-09-27
139972,1772,Bruno Leonardo,Defensor,Brazil,1996-06-02
140903,1772,Joao Paulo,Defensor,Brazil,1997-07-04
140947,1772,Eduardo Doma,Defensor,Brazil,1998-08-29
143146,1772,Victor Caetano,Defensor,Brazil,1997-10-19
169460,1772,Mancha,Defensor,Brazil,2001-02-13
206864,1772,Eduardo Lopes,Defensor,Brazil,2006-04-07
220748,1772,João Vitor,Defensor,Brazil,1998-03-31
249490,1772,Kauan Gomes,Defensor,Brazil,2003-04-07
285706,1772,Jackson,Defensor,Brazil,2004-08-28
292154,1772,Vinicius Eduardo,Defensor,Brazil,2005-02-18
294100,1772,Fernando da Silva,Defensor,Brazil,1999-11-16
294205,1772,Felipe da Fonseca,Defensor,Brazil,2008-02-06
295030,1772,Marcio Kalebe,Defensor,Brazil,2007-02-02
1485,1772,Giovanni Augusto,Meio-campista,Brazil,1989-09-05
7838,1772,Yannick Bolasie,Meio-campista,DR Congo,1989-05-24
13922,1772,Jean Carlos,Meio-campista,Brazil,1992-02-15
18946,1772,Wermeson,Meio-campista,Brazil,2001-02-16
118377,1772,Camilo,Meio-campista,Brazil,1999-02-23
119630,1772,Everton,Meio-campista,Brazil,1995-04-10
128785,1772,Rafael Carvalheira,Meio-campista,Brazil,1999-05-26
138222,1772,Ênio,Meio-campista,Brazil,2001-03-03
171073,1772,Higor Meritao,Meio-campista,Brazil,1994-06-23
181451,1772,Kaká,Meio-campista,Brazil,2005-08-08
203293,1772,Rubens Tadeu,Meio-campista,Brazil,2003-03-28
203983,1772,Italo Vargas,Meio-campista,Brazil,2002-10-13
213384,1772,Wellington,Meio-campista,Brazil,2007-04-14
249466,1772,Rodrigo,Meio-campista,Brazil,2007-07-03
250726,1772,Robert Conceição,Meio-campista,Brazil,2003-07-20
273011,1772,David Antunes,Meio-campista,Brazil,2005-08-17
294047,1772,Kauan Godoy,Meio-campista,Brazil,2007-06-06
294050,1772,Kauê Arno,Meio-campista,Brazil,2008-06-06
294515,1772,Yago,Meio-campista,Brazil,2006-04-11
295236,1772,Igor Rampazzo,Meio-campista,Brazil,2007-01-24
22136,1772,Kevin Ramírez,Atacante,Uruguay,1994-04-01
150815,1772,Maurício Garcez,Atacante,Brazil,1997-03-16
154554,1772,Vinicius,Atacante,Brazil,1999-05-28
221795,1772,Alberto Pagnoncelli,Atacante,Brazil,2006-02-16
278710,1772,Gleidson,Atacante,Brazil,2007-04-13
289322,1772,João Henrique,Atacante,Brazil,
294046,1772,Luizão,Atacante,Brazil,2006-01-27
294049,1772,Miguel Miranda,Atacante,Brazil,2006-08-27
294052,1772,Iago,Atacante,Brazil,2007-05-17
294204,1772,Matheus Milani,Atacante,Brazil,2006-05-25
294206,1772,Talison,Atacante,Brazil,2007-04-17
294207,1772,Bernardo,Atacante,Brazil,2006-11-30
171241,1776,Carlos Coronel,Goleiro,Paraguay,1996-12-29
179023,1776,Rafael Monteiro,Goleiro,Brazil,1989-06-23
179818,1776,Young,Goleiro,Brazil,2002-03-07
249208,1776,Felipe,Goleiro,Brazil,2005-11-19
276229,1776,João Pedro,Goleiro,Brazil,2006-04-10
1338,1776,Robert Arboleda,Defensor,Ecuador,1991-10-22
13647,1776,Lucas Ramon,Defensor,Brazil,1994-03-07
46523,1776,Alan Franco,Defensor,Argentina,1996-10-11
59844,1776,Enzo Díaz,Defensor,Argentina,1995-12-07
73058,1776,Luan,Defensor,Brazil,1999-05-14
79609,1776,José Sabino,Defensor,Brazil,1996-10-25
177628,1776,João Moreira,Defensor,Brazil,2004-05-21
181372,1776,Matheus Doria,Defensor,Brazil,1994-11-08
192632,1776,Matheus Belém,Defensor,Brazil,2003-03-13
249179,1776,Igor Teixeira,Defensor,Brazil,2007-03-07
249302,1776,Isac,Defensor,Brazil,2006-04-02
260264,1776,Igor Odoni,Defensor,Brazil,2007-08-19
276249,1776,Pedro Henrique,Defensor,Brazil,2007-01-15
283427,1776,Nicolas,Defensor,Brazil,2007-04-08
290515,1776,Raphael,Defensor,Brazil,2005-03-13
294367,1776,Luis Osorio,Defensor,Brazil,2006-09-06
8003,1776,Lucas Moura,Meio-campista,Brazil,1992-08-13
9946,1776,Cauly,Meio-campista,Brazil,1995-09-15
13860,1776,Danielzinho,Meio-campista,Brazil,1994-11-04
85523,1776,Marcos Antônio,Meio-campista,Brazil,2000-06-13
103499,1776,Ferreira,Meio-campista,Brazil,1997-12-31
168954,1776,Damian Bobadilla,Meio-campista,Paraguay,2001-07-11
169542,1776,Pablo Maia,Meio-campista,Brazil,2002-01-10
206664,1776,Felipe Negrucci,Meio-campista,Brazil,2004-05-14
276242,1776,Mateus Manso,Meio-campista,Brazil,2004-05-24
276268,1776,Pedrinho,Meio-campista,Brazil,2007-04-24
276272,1776,Maik,Meio-campista,Brazil,2005-01-03
276437,1776,Hugo,Meio-campista,Brazil,2004-01-19
292151,1776,Djhordney,Meio-campista,Brazil,2007-06-17
1192,1776,Artur Guimaraes,Atacante,Brazil,1998-02-15
3137,1776,Jonathan Calleri,Atacante,Argentina,1993-09-23
42901,1776,Luciano,Atacante,Brazil,1993-05-18
45459,1776,André Silva,Atacante,Brazil,1997-06-03
149959,1776,Gonzalo Tapia,Atacante,Chile,2002-02-18
273330,1776,Ryan Rodrigues,Atacante,Brazil,2006-11-21
276282,1776,Lucca Marques,Atacante,Brazil,2007-06-14
276288,1776,Paulo Sérgio,Atacante,Brazil,2005-05-17
291830,1776,Perivan,Atacante,Brazil,2007-04-14
6475,1776,Wendell,Lateral Esquerdo,Brazil,1993-07-20
3244,1776,Cédric,Lateral Direito,Portugal,1991-08-31
1832,1776,Rafael Tolói,Zagueiro,Italy,1990-10-10
1296,1777,João Paulo,Goleiro,Brazil,1995-06-29
1496,1777,Ronaldo,Goleiro,Brazil,1996-08-22
1664,1777,Léo Vieira,Goleiro,Brazil,1990-09-22
203299,1777,Victor,Goleiro,Brazil,2006-05-03
203377,1777,Gabriel Souza,Goleiro,Brazil,2007-02-28
249605,1777,Iuri dos Santos,Goleiro,Brazil,2007-02-11
290802,1777,Fabio Simplicio,Goleiro,Brazil,2008-01-09
1073,1777,Gilberto,Defensor,Brazil,1993-03-07
1205,1777,Kanu,Defensor,Brazil,1997-03-07
13419,1777,David Duarte,Defensor,Brazil,1995-01-24
122794,1777,Santiago Ramos,Defensor,Argentina,2001-11-21
140873,1777,Luciano Juba,Defensor,Brazil,1999-08-29
179535,1777,Marcos Victor,Defensor,Brazil,2001-12-26
181587,1777,Gabriel Xavier,Defensor,Brazil,2001-05-06
194863,1777,Jose Guilherme,Defensor,Brazil,2005-03-16
203291,1777,Gerald Santos,Defensor,Brazil,2007-11-01
249149,1777,Pedro Henrique,Defensor,Brazil,2006-01-19
249151,1777,Luiz Gustavo,Defensor,Brazil,2006-04-12
250314,1777,Román Gómez,Defensor,Argentina,2004-07-14
274110,1777,Frederico,Defensor,Brazil,2006-05-23
1547,1777,Jean Lucas,Meio-campista,Brazil,1998-06-22
1548,1777,Éverton Ribeiro,Meio-campista,Brazil,1989-04-10
18478,1777,Erick,Meio-campista,Brazil,1997-11-14
107803,1777,Nicolás Acevedo,Meio-campista,Uruguay,1999-04-14
110928,1777,Rodrigo Nestor,Meio-campista,Brazil,2000-08-09
136393,1777,Caio Alexandre,Meio-campista,Brazil,1999-02-24
142131,1777,Cristian Olivera,Meio-campista,Uruguay,2002-04-17
191376,1777,Mateo Sanabria,Meio-campista,Argentina,2004-03-31
203386,1777,Sidney,Meio-campista,Brazil,2006-03-12
249189,1777,Wendel Silva,Meio-campista,Brazil,2006-02-28
249194,1777,Marco Antônio,Meio-campista,Brazil,2006-07-01
275330,1777,David Martins,Meio-campista,Brazil,2007-09-15
278870,1777,Daniel Lima,Meio-campista,Brazil,2007-08-15
278872,1777,Saymon,Meio-campista,Brazil,2007-03-07
278874,1777,Gustavo Santana,Meio-campista,Brazil,2008-03-02
280706,1777,Kauê Junior,Meio-campista,Brazil,2009-02-27
286371,1777,Lyan Araujo,Meio-campista,Brazil,2009-02-17
290716,1777,Victor Oliveira,Meio-campista,Brazil,2007-02-14
292402,1777,Ryan Nascimento,Meio-campista,Brazil,2008-09-10
293083,1777,João Victor,Meio-campista,Brazil,2008-08-08
1661,1777,Ademir Santos,Atacante,Brazil,1995-02-16
28422,1777,Michel Araujo,Atacante,Uruguay,1996-09-28
39954,1777,Everaldo,Atacante,Brazil,1991-07-05
203316,1777,Joao Vitor,Atacante,Brazil,2006-06-15
203411,1777,Roger Gabriel,Atacante,Brazil,2007-02-11
203872,1777,Erick,Atacante,Brazil,2000-10-02
262357,1777,Ruan Pablo,Atacante,Brazil,2008-07-23
275590,1777,Dell,Atacante,Brazil,2008-06-09
290698,1777,Caio Suassuna,Atacante,Brazil,2007-03-23
1566,1777,Iago Borduchi,Lateral Esquerdo,Brazil,1997-03-23
8,1777,Willian José,Centroavante,Brazil,1991-11-23
82991,1779,Hugo Souza,Goleiro,Brazil,1999-01-31
179167,1779,Matheus Donelli,Goleiro,Brazil,2002-05-17
211604,1779,Kauê,Goleiro,Brazil,2004-02-08
249314,1779,Felipexxx,Goleiro,Brazil,2005-03-05
13710,1779,Matheuzinho,Defensor,Brazil,2000-09-08
16342,1779,André Ramalho,Defensor,Brazil,1992-02-16
103611,1779,Raniele,Defensor,Brazil,1996-12-31
120089,1779,Hugo,Defensor,Brazil,1997-08-29
137557,1779,Pedro Milans,Defensor,Uruguay,2002-03-24
169688,1779,Bidu,Defensor,Brazil,1999-05-04
209145,1779,Renato Santos,Defensor,Brazil,2004-10-11
211608,1779,João Pedro,Defensor,Brazil,2003-12-31
249171,1779,Guilherme Pellegrin,Defensor,Brazil,2006-07-26
274858,1779,João Vitor,Defensor,Brazil,2007-01-03
285271,1779,André Luiz,Defensor,Brazil,2006-06-20
291989,1779,João Vitor,Defensor,Brazil,2005-03-01
294328,1779,Iago da Silva,Defensor,Brazil,2009-02-17
1577,1779,Charles,Meio-campista,Brazil,1996-06-19
1609,1779,Alex Santana,Meio-campista,Bulgaria,1995-05-13
1614,1779,Matheus Pereira,Meio-campista,Brazil,1998-02-25
3325,1779,Jesse Lingard,Meio-campista,England,1992-12-15
3703,1779,Zakaria Labyad,Meio-campista,Morocco,1993-03-09
3789,1779,André Carrillo,Meio-campista,Peru,1991-06-14
56574,1779,Allan,Meio-campista,Brazil,1997-03-03
60058,1779,Rodrigo Garro,Meio-campista,Argentina,1998-01-04
179054,1779,Bidon,Meio-campista,Brazil,2005-02-20
211607,1779,Kayke,Meio-campista,Brazil,2004-04-28
249188,1779,Yago,Meio-campista,Brazil,2006-02-05
259933,1779,Guilherme,Meio-campista,Brazil,2007-02-06
272780,1779,Luiz de Nardi,Meio-campista,Brazil,2007-07-13
274859,1779,Luiz Eduardo,Meio-campista,Brazil,2007-06-26
275105,1779,Luiz Gustavo,Meio-campista,Brazil,2006-01-02
289853,1779,Guilherme Amorim,Meio-campista,Brazil,2008-01-15
1325,1779,Yuri Alberto,Atacante,Brazil,2001-03-18
8472,1779,Memphis Depay,Atacante,Netherlands,1994-02-13
15795,1779,Vitinho,Atacante,Brazil,1993-10-09
40134,1779,Pedro Raul,Atacante,Brazil,1996-11-05
275104,1779,Dieguinho,Atacante,Brazil,2007-09-16
295178,1779,Nícollas Mello,Atacante,Brazil,2008-06-13
46376,1779,Fabrizio Angileri,Lateral Esquerdo,Argentina,1994-03-15
33145,1779,Gabriel Paulista,Zagueiro,Brazil,1990-11-26
1301,1779,Gustavo Henrique,Zagueiro,Brazil,1993-03-24
192626,1779,Kaio César,Ponta Direito,Brazil,2004-02-15
1169,1780,Daniel Fuzato,Goleiro,Brazil,1997-07-04
179586,1780,Léo Jardim,Goleiro,Brazil,1995-03-20
249200,1780,Phillipe Gabriel,Goleiro,Brazil,2006-02-23
251108,1780,Pablo,Goleiro,Brazil,2003-02-11
276218,1780,Renatinha,Goleiro,Brazil,1997-10-22
22497,1780,Carlos Cuesta,Defensor,Colombia,1999-03-09
28564,1780,José Rodríguez,Defensor,Uruguay,1997-03-14
117822,1780,Lucas Piton,Defensor,Brazil,2000-10-09
119622,1780,Lucas Freitas,Defensor,Brazil,2001-01-20
169566,1780,Paulo Henrique,Defensor,Brazil,1996-07-25
179017,1780,Robert,Defensor,Brazil,2003-10-11
181575,1780,Cuiabano,Defensor,Brazil,2003-02-16
202193,1780,Alan Saldivia,Defensor,Uruguay,2002-04-06
276215,1780,Alison,Defensor,Brazil,2007-01-26
276277,1780,Gabriel Soares,Defensor,Brazil,2008-06-19
280839,1780,Breno Vereza,Defensor,Brazil,2007-09-03
285450,1780,Bruno André,Defensor,Brazil,2007-01-02
287686,1780,Isabela Matos,Defensor,Brazil,2002-08-12
290612,1780,Wanyson,Defensor,Brazil,2006-02-15
290613,1780,Gustavinho,Defensor,Brazil,2006-08-30
294348,1780,Ramon Rique,Defensor,Brazil,2007-10-02
1172,1780,Tchê Tchê,Meio-campista,Brazil,1992-08-30
1251,1780,David,Meio-campista,Brazil,1995-10-17
8402,1780,Thiago Mendes,Meio-campista,Brazil,1992-03-15
13192,1780,Jair,Meio-campista,Brazil,1994-08-26
46101,1780,Claudio Spinelli,Meio-campista,Argentina,1997-01-21
103153,1780,Hugo Moura,Meio-campista,Brazil,1998-01-03
152610,1780,Tucuruí,Meio-campista,Brazil,2002-03-18
165615,1780,Adson,Meio-campista,Brazil,2000-10-06
176241,1780,Matheus Franca,Meio-campista,Brazil,2004-04-01
203328,1780,Lucas Eduardo,Meio-campista,Brazil,2004-01-13
203341,1780,Cauan Lucas,Meio-campista,Brazil,2004-05-06
249218,1780,João Pedro,Meio-campista,Brazil,2005-04-19
260986,1780,Bruno Lopes,Meio-campista,Brazil,2007-07-25
276194,1780,Wallace,Meio-campista,Brazil,2005-03-07
276216,1780,Andrey,Meio-campista,Brazil,2008-02-05
276248,1780,Leonardo Araujo,Meio-campista,Brazil,2007-01-31
286832,1780,Diego Campos,Meio-campista,Brazil,2009-01-27
291285,1780,João Vitor,Meio-campista,Brazil,2005-05-29
291827,1780,João Vitor,Meio-campista,Brazil,2008-11-12
294347,1780,Samuel Jesús,Meio-campista,Brazil,2006-02-14
85890,1780,Marino Hinestroza,Atacante,Colombia,2002-07-08
178432,1780,Carlos Gómez,Atacante,Colombia,2002-09-12
249212,1780,Lukas Zuccarello,Atacante,Brazil,2006-12-02
276226,1780,Riquelme Avellar,Atacante,Brazil,2006-03-08
277757,1780,André Ricardo,Atacante,Brazil,2005-07-18
178193,1780,Johan Rojas,Meio-campista Ofensivo,Colombia,2002-09-20
171304,1780,Nuno Moreira,Ponta Esquerdo,Portugal,1999-06-16
1360,1780,Brenner,Centroavante,Brazil,2000-01-16
2478,1782,Gabriel,Goleiro,Brazil,1992-09-27
140876,1782,Yuri Sena,Goleiro,Brazil,2001-01-03
141366,1782,Fintelman,Goleiro,Brazil,2001-07-20
169696,1782,Lucas Arcanjo,Goleiro,Brazil,1998-08-08
276225,1782,Davi Barbosa,Goleiro,Brazil,2006-03-02
290804,1782,Bernardo Augusto,Goleiro,Brazil,2008-07-22
1602,1782,Neris,Defensor,Brazil,1992-06-17
13421,1782,Carlos Eduardo,Defensor,Brazil,1996-10-10
18571,1782,Camutanga,Defensor,Brazil,1993-09-27
77470,1782,Cacá,Defensor,Brazil,1999-04-25
95136,1782,Luan Cândido,Defensor,Brazil,2001-02-02
101837,1782,Jamerson,Defensor,Brazil,1998-09-09
127239,1782,Claudinho,Defensor,Brazil,2000-09-24
165747,1782,Matheusinho,Defensor,Brazil,1998-10-07
179845,1782,Nathan,Defensor,Brazil,2002-08-19
204029,1782,Riquelme Carvalho,Defensor,Brazil,2005-04-25
249142,1782,Andrei,Defensor,Brazil,2005-04-30
276228,1782,Buiu,Defensor,Brazil,2006-02-08
276289,1782,Kauan,Defensor,Brazil,2007-03-15
277416,1782,Gean,Defensor,Brazil,2007-06-11
277417,1782,Kauan Vitor,Defensor,Brazil,2006-06-15
290706,1782,João Marques,Defensor,Brazil,2008-06-25
290805,1782,Ivan,Defensor,Brazil,2006-06-29
19142,1782,Ronald,Meio-campista,Brazil,1997-06-18
21600,1782,Marinho,Meio-campista,Brazil,1990-05-29
45802,1782,Leandro Martínez,Meio-campista,Argentina,1994-06-04
61447,1782,Gabriel Baralhas,Meio-campista,Brazil,1998-10-10
103300,1782,Junior Ramos,Meio-campista,Brazil,1998-03-03
103621,1782,Caique,Meio-campista,Brazil,1995-10-10
166758,1782,Kike Saverio,Meio-campista,Ecuador,1999-06-19
179171,1782,Dudu,Meio-campista,Brazil,1999-06-05
181537,1782,Zé Vitor,Meio-campista,Brazil,2000-05-02
203646,1782,Matheuzinho,Meio-campista,Brazil,1997-10-18
249168,1782,Edenilson,Meio-campista,Brazil,2005-06-17
249181,1782,José Breno,Meio-campista,Brazil,2004-06-06
249375,1782,Pablo,Meio-campista,Brazil,2003-08-03
277418,1782,Wendell,Meio-campista,Brazil,2005-08-31
279066,1782,Lucas Lohan,Meio-campista,Brazil,2006-07-10
290703,1782,Gustavo Marques,Meio-campista,Brazil,2007-01-16
290704,1782,Guilherme,Meio-campista,Brazil,2008-04-14
290707,1782,Italo Machado,Meio-campista,Brazil,2008-02-27
290931,1782,Cauan,Meio-campista,Brazil,2006-10-03
290932,1782,Ezequiel,Meio-campista,Brazil,2006-07-21
290934,1782,Alejandro Almaraz,Meio-campista,Argentina,2006-12-02
291160,1782,Luis Aucélio,Meio-campista,Brazil,2006-05-18
292369,1782,Nicolás Celis,Meio-campista,Colombia,2007-08-26
293493,1782,Anderson,Meio-campista,Brazil,2002-09-28
294048,1782,Wanderson Estrela,Meio-campista,Brazil,2008-08-07
12716,1782,Osvaldo,Atacante,Brazil,1987-04-11
12837,1782,Renato Kayzer,Atacante,Brazil,1996-02-17
32156,1782,Aitor Cantalapiedra,Atacante,Spain,1996-02-10
40441,1782,Erick,Atacante,Brazil,1997-12-10
44093,1782,Renzo López,Atacante,Uruguay,1994-04-16
85504,1782,Fabrício,Atacante,Brazil,2000-10-08
243571,1782,Lucas Silva,Atacante,Brazil,1999-08-27
247158,1782,Pedro Henrique,Atacante,Brazil,1996-11-08
250521,1782,Diego Tarzia,Atacante,Argentina,2003-04-26
276250,1782,Marcos Vinicius,Atacante,Brazil,2007-01-29
276795,1782,Carlos Renê,Atacante,Brazil,2003-10-07
277421,1782,Emanoel,Atacante,Brazil,2007-12-17
290708,1782,Kévin Barbosa,Atacante,Brazil,2008-04-23
294051,1782,Ruan Rebola,Atacante,Brazil,2008-02-08
21166,1782,Riccieli,Zagueiro,Brazil,1998-09-17
150786,1782,Rúben Ramos,Volante,Portugal,1999-03-25
115184,1782,Ramon,Lateral Esquerdo,Brazil,2001-03-13
11656,1783,Agustín Rossi,Goleiro,Argentina,1995-08-21
81896,1783,Andrew,Goleiro,Brazil,2001-07-01
203290,1783,Francisco Dyogo,Goleiro,Brazil,2004-01-09
275020,1783,Léo Nannetti,Goleiro,Brazil,2007-08-21
291297,1783,Pedro Henrique,Goleiro,Brazil,2008-07-18
1074,1783,Ayrton Lucas,Defensor,Brazil,1997-06-19
1408,1783,Leo Ortiz,Defensor,Brazil,1996-01-03
2028,1783,Alex Sandro,Defensor,Brazil,1991-01-26
3165,1783,Guillermo Varela,Defensor,Uruguay,1993-03-24
7881,1783,Danilo Luiz da Silva,Defensor,Brazil,1991-07-15
11192,1783,Léo Pereira,Defensor,Brazil,1996-01-31
113807,1783,Vitão,Defensor,Brazil,2000-02-02
203359,1783,Daniel Sales,Defensor,Brazil,2006-06-23
272828,1783,João Pedro,Defensor,Brazil,2006-03-13
275192,1783,Gusttavo,Defensor,Brazil,2006-01-10
276943,1783,Johnny Goes,Defensor,Brazil,2007-03-27
291289,1783,Antonio Da Silva,Defensor,Brazil,2006-02-26
291304,1783,Daniel Carvalho,Defensor,Brazil,2009-03-31
1244,1783,Giorgian De Arrascaeta,Meio-campista,Uruguay,1994-06-01
1543,1783,Lucas Paquetá,Meio-campista,Brazil,1997-08-27
1867,1783,Erick Pulgar,Meio-campista,Chile,1994-01-15
29012,1783,Jorge Carrascal,Meio-campista,Colombia,1998-05-25
56066,1783,Gonzalo Plata,Meio-campista,Ecuador,2000-11-01
168795,1783,Nicolas de la Cruz,Meio-campista,Uruguay,1997-06-01
203401,1783,Evertton,Meio-campista,Brazil,2003-02-28
249147,1783,Yan,Meio-campista,Brazil,2005-02-08
273193,1783,João Victor,Meio-campista,Brazil,2007-01-01
274693,1783,Pablo Lucio,Meio-campista,Brazil,2007-04-12
275191,1783,Lucas,Meio-campista,Brazil,2007-03-08
275676,1783,Luiz Felipe,Meio-campista,Brazil,2008-02-08
277520,1783,Joshua,Meio-campista,Brazil,2007-05-26
289886,1783,Ramires,Meio-campista,Brazil,2006-03-21
291301,1783,João Vitor,Meio-campista,Brazil,2009-03-02
291307,1783,Kaio,Meio-campista,Brazil,2007-04-05
291309,1783,Kaio Júnior,Meio-campista,Brazil,2007-01-22
293240,1783,Juan Sayago,Meio-campista,Argentina,2007-08-02
1077,1783,Pedro,Atacante,Brazil,1997-06-20
1159,1783,Éverton,Atacante,Brazil,1996-03-22
1317,1783,Bruno Henrique,Atacante,Brazil,1990-12-30
8413,1783,Luiz Araújo,Atacante,Brazil,1996-06-02
249167,1783,Guilherme,Atacante,Brazil,2006-02-02
288502,1783,Douglas Telles,Atacante,Brazil,2007-06-01
289791,1783,João Paulo,Atacante,Brazil,2007-04-12
291302,1783,Alan Silva,Atacante,Brazil,2007-05-10
291308,1783,Ryan de Oliveira,Atacante,Brazil,2008-03-05
178710,1783,Samuel Lino,Ponta Esquerdo,Brazil,1999-12-23
2094,1783,Jorginho,Volante,Italy,1991-12-20
1131,1783,Emerson Royal,Lateral Direito,Brazil,1999-01-14
118,1783,Saúl,Meio-campista Central,Spain,1994-11-21
1561,4241,Keiller,Goleiro,Brazil,1996-10-29
103606,4241,Gabriel Leite,Goleiro,Brazil,1987-12-28
156724,4241,Pedro Rangel,Goleiro,Brazil,2000-06-29
249476,4241,Joao Benassi,Goleiro,Brazil,2003-12-17
278632,4241,Santiago,Goleiro,Brazil,2006-05-22
1572,4241,Rodrigo Moledo,Defensor,Brazil,1987-10-27
1706,4241,Felipe Jonatan,Defensor,Brazil,1998-02-15
12670,4241,Tinga,Defensor,Brazil,1993-09-01
12678,4241,Bruno Melo,Defensor,Brazil,1992-10-26
30539,4241,Maicon,Defensor,Brazil,1988-09-14
169549,4241,Tiago,Defensor,Brazil,2004-01-16
249479,4241,João Pedro Chermont,Defensor,Brazil,2006-01-18
249505,4241,Jacy Maranhão,Defensor,Brazil,1997-07-11
290546,4241,Kauan Noveli,Defensor,Brazil,2007-04-03
1184,4241,Thiago Santos,Meio-campista,Brazil,1989-09-05
12781,4241,Willian Oliveira,Meio-campista,Brazil,1993-05-16
13851,4241,Fernando Sobral,Meio-campista,Brazil,1994-12-17
22162,4241,Sebastián Gómez,Meio-campista,Colombia,1996-06-03
31609,4241,Josué,Meio-campista,Portugal,1990-09-17
118233,4241,Wallisson Luiz,Meio-campista,Brazil,1997-09-23
203383,4241,Lucas Ronier,Meio-campista,Brazil,2004-11-26
213299,4241,Pedro Lucas,Meio-campista,Brazil,2004-01-10
249517,4241,Matheus Dalsasso,Meio-campista,Brazil,2007-08-09
278569,4241,Martinelli,Meio-campista,Brazil,2008-04-22
278577,4241,Lucas Taverna,Meio-campista,Brazil,2007-05-08
278595,4241,Vitor Gonçalves,Meio-campista,Brazil,2007-04-22
278656,4241,Khensane,Meio-campista,Brazil,2009-01-30
278679,4241,Paulo Roberto,Meio-campista,Brazil,2005-05-20
290544,4241,Gustavo Oliveira,Meio-campista,Brazil,2002-09-11
290615,4241,Miguel Kayk,Meio-campista,Brazil,2007-09-01
292370,4241,Alejandro Ararat,Meio-campista,Colombia,2006-07-21
1193,4241,Keno,Atacante,Brazil,1989-09-10
16154,4241,Pedro Rocha,Atacante,Brazil,1994-10-01
19958,4241,Rodrigo Rodrigues,Atacante,Brazil,1996-06-18
129391,4241,Fabinho,Atacante,Brazil,1999-11-18
169022,4241,Breno Lopes,Atacante,Brazil,1996-01-24
179086,4241,Renato Marques,Atacante,Brazil,2003-12-09
181513,4241,Vini Paulista,Atacante,Brazil,2001-03-22
203388,4241,Éberth,Atacante,Brazil,2003-06-19
249431,4241,Thiago Azaf,Atacante,Brazil,2007-01-14
259981,4241,Joaquín Lavega,Atacante,Uruguay,2005-02-03
276213,4241,Enzo Vagner,Atacante,Brazil,2006-07-28
276301,4241,João Vitor,Atacante,Brazil,2006-01-16
278579,4241,Richard,Atacante,Brazil,2007-02-13
278659,4241,Daniel Gruber,Atacante,Brazil,2007-01-31
290543,4241,Lucas Crepaldi,Atacante,Brazil,2007-06-18
294294,4241,David Alves,Atacante,Brazil,2008-02-04
1098,4286,Cleiton,Goleiro,Brazil,1997-08-19
39920,4286,Tiago Volpi,Goleiro,Brazil,1990-12-19
111297,4286,Fabrício,Goleiro,Brazil,2000-06-15
261517,4286,Gustavo Reis,Goleiro,Brazil,2005-06-10
277392,4286,Fernando Henrique,Goleiro,Brazil,2004-02-01
1435,4286,Pedro Henrique,Defensor,Brazil,1995-10-02
1439,4286,Juninho Capixaba,Defensor,Brazil,1997-07-06
28510,4286,Ariel Sant'Anna,Defensor,Uruguay,1997-09-27
43624,4286,Eduardo Santos,Defensor,Brazil,1997-11-28
131279,4286,José Hurtado,Defensor,Ecuador,2001-12-23
131880,4286,Guzmán Rodríguez,Defensor,Uruguay,2000-02-08
154767,4286,Vanderlan,Defensor,Brazil,2002-09-07
169578,4286,Vinicius,Defensor,Brazil,1999-11-06
179007,4286,Gustavo Marques,Defensor,Brazil,2001-10-09
280897,4286,Cauê,Defensor,Brazil,2006-12-13
292153,4286,Ryan,Defensor,Brazil,2007-09-04
292187,4286,Weimar Vivas,Defensor,Colombia,2006-10-17
295121,4286,Breno de Moraes,Defensor,Brazil,2008-06-25
1214,4286,Matheus Fernandes,Meio-campista,Brazil,1998-06-30
1445,4286,Gabriel,Meio-campista,Brazil,1992-07-10
82776,4286,Eric Ramires,Meio-campista,Brazil,2000-08-10
142936,4286,Bruno Praxedes,Meio-campista,Brazil,2002-02-08
166367,4286,Ignacio Sosa,Meio-campista,Uruguay,2003-08-31
169236,4286,Lucas Barbosa,Meio-campista,Brazil,2001-02-22
179156,4286,Fabinho,Meio-campista,Brazil,2002-04-09
183235,4286,Rodrigo Huendra,Meio-campista,Brazil,2004-03-16
191378,4286,José Herrera,Meio-campista,Argentina,2003-04-16
192621,4286,Gustavinho,Meio-campista,Brazil,2004-04-23
249311,4286,Yuri Silva,Meio-campista,Brazil,2007-04-14
249333,4286,Gabriel Lopes,Meio-campista,Brazil,2006-07-12
249335,4286,Rafael da Silva,Meio-campista,Brazil,2006-03-16
278665,4286,Yuri Alves,Meio-campista,Brazil,2006-09-06
294346,4286,Jhuan Nunes,Meio-campista,Brazil,2007-06-03
1326,4286,Eduardo Sasha,Atacante,Brazil,1992-02-24
11198,4286,Fernando,Atacante,Brazil,1999-03-01
114353,4286,Isidro Pitta,Atacante,Paraguay,1999-08-14
144471,4286,João Neto,Atacante,Brazil,2003-05-21
178206,4286,Henry Mosquera,Atacante,Colombia,2001-11-15
178898,4286,Bruno,Atacante,Brazil,2003-03-14
213293,4286,Marcelinho Braz,Atacante,Brazil,2004-08-16
249331,4286,Filipe,Atacante,Brazil,2006-02-13
250437,4286,Vinicius Mendonça,Atacante,Brazil,2004-02-20
